type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1094891,Vineet  Sinha and Rob  Miller and David  Karger,,,,Incremental Exploratory Visualization of Relationships in Large Codebases for Program Comprehension,116--117,,2,"large software systems, program comprehension, software visualization",10.1145/1094855.1094891,,,,,,,2005,,"Companion to the 20th Annual ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications",OOPSLA '05,,1-59593-193-7,"San Diego, CA, USA",ACM,"New York, NY, USA"
article,1094933,Vineet  Sinha and Rob  Miller and David  Karger,,,,Incremental Exploratory Visualization of Relationships in Large Codebases for Program Comprehension,198--199,,2,"large software systems, program comprehension, software visualization",10.1145/1094855.1094933,,,,,,,2005,,"Companion to the 20th Annual ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications",OOPSLA '05,,1-59593-193-7,"San Diego, CA, USA",ACM,"New York, NY, USA"
article,881288,,,,,Comparing Graph-Based Program Comprehension Tools to Relational Database-Based Tools,209--,,,"comparison of program comprehension tools, relational database repository, graph-based repository, querying repositories.",,,,,,,,2001,,Proceedings of the 9th International Workshop on Program Comprehension,IWPC '01,,,,IEEE Computer Society,"Washington, DC, USA"
article,175295,Jim Q. Ning and Andre  Engberts and W. Voytek Kozaczynski,,,,Automated Support for Legacy Code Understanding,50--57,,8,,10.1145/175290.175295,Commun. ACM,May 1994,37,5,,May,1994,0001-0782,,,,,,ACM,"New York, NY, USA"
article,614201,Beniamino  Di Martino and Christoph W. Ke&#946;ler,,,,Two Program Comprehension Tools for Automatic Parallelization,37--47,,11,"automatic program comprehension tools, program concept recognition, automatic parallelization, automatic code restructuring, parallel library reuse.",10.1109/4434.824311,IEEE Concurrency,January 2000,8,1,,January,2000,1092-3063,,,,,,IEEE Educational Activities Department,"Piscataway, NJ, USA"
article,837838,S.  Blazy and P.  Facon,,,,Interprocedural Analysis for Program Comprehension by Specialization,133--,,,"FORTRAN, Fortran, application programs, interprocedural analysis, partial evaluation, partial evaluation (compilers), program compilers, program comprehension, program diagnostics, reverse engineering, software maintenance, software tool, software tools, specialization, visibility rules",,,,,,,,1996,,Proceedings of the 4th International Workshop on Program Comprehension (WPC '96),WPC '96,,0-8186-7283-8,,IEEE Computer Society,"Washington, DC, USA"
article,3207421,Fabian  Deitelhoff,,,,Asynchronous Gaze Sharing: Towards a Dynamic Help System to Support Learners During Program Comprehension,70:1--70:3,70,3,"asynchronous gaze sharing, program comprehension, social guidance, social navigation",10.1145/3204493.3207421,,,,,,,2018,,Proceedings of the 2018 ACM Symposium on Eye Tracking Research & Applications,ETRA '18,,978-1-4503-5706-7,"Warsaw, Poland",ACM,"New York, NY, USA"
article,3196347,Sarah  Fakhoury and Yuzhan  Ma and Venera  Arnaoudova and Olusola  Adesope,,,,The Effect of Poor Source Code Lexicon and Readability on Developers' Cognitive Load,286--296,,11,"biometrics, cognitive load, eyetracking, fNIRS, program comprehension, source code lexicon",10.1145/3196321.3196347,,,,,,,2018,,Proceedings of the 26th Conference on Program Comprehension,ICPC '18,,978-1-4503-5714-2,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,2526969,Teresa  Busjahn and Carsten  Schulte,,,,The Use of Code Reading in Teaching Programming,3--11,,9,"CS ed research, code comprehension, code reading, educational research, program comprehension, teaching programming",10.1145/2526968.2526969,,,,,,,2013,,Proceedings of the 13th Koli Calling International Conference on Computing Education Research,Koli Calling '13,,978-1-4503-2482-3,"Koli, Finland",ACM,"New York, NY, USA"
article,2057244,Zohreh  Sharafi,,,,A Systematic Analysis of Software Architecture Visualization Techniques,254--257,,4,"Software visualization, Software architecture, program comprehension, usability, eye tracking, usability",10.1109/ICPC.2011.40,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,1847945,Lewis  Berman,,,,Sound As an Aid in Understanding Low-Level Program Architecture,58--59,,2,"sonification, program comprehension, auditory display, non-visual representations",10.1109/ICPC.2010.55,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
article,1629728,Janet  Feigenspan and Christian  K&#228;stner and Sven  Apel and Thomas  Leich,,,,How to Compare Program Comprehension in FOSD Empirically: An Experience Report,55--62,,8,"CIDE, FOSD, empirical software engineering, preprocessors, program comprehension",10.1145/1629716.1629728,,,,,,,2009,,Proceedings of the First International Workshop on Feature-Oriented Software Development,FOSD '09,,978-1-60558-567-3,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,1847965,Giuseppe  Scanniello and Anna  D'Amico and Carmela  D'Amico and Teodora  D'Amico,,,,Using the Kleinberg Algorithm and Vector Space Model for Software System Clustering,180--189,,10,"Architecture Recovery, Clustering, Link Analysis, Reverse Engineering, Program Comprehension",10.1109/ICPC.2010.17,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
article,569991,RAQUEL  NAVARRO-PRIETO and JOSE J.  CA&#209;AS,,,,Are Visual Programming Languages Better? The Role of Imagery in Program Comprehension,799--829,,31,"C, imagery, mental model, program comprehension., spreadsheets, visual programming language",10.1006/ijhc.2000.0465,Int. J. Hum.-Comput. Stud.,June 2001,54,6,,June,2001,1071-5819,,,,,,"Academic Press, Inc.","Duluth, MN, USA"
article,2057237,Heidar  Pirzadeh and Sara  Shanian and Abdelwahab  Hamou-Lhadj and Ali  Mehrabian,,,,The Concept of Stratified Sampling of Execution Traces,225--226,,2,"Trace analysis, program comprehension, sampling techniques, stratified sampling, execution phases",10.1109/ICPC.2011.17,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,2864937,Ivan de M. Lessa and Glauco de F. Carneiro and Miguel Jorge T. P. Monteiro and Fernando Brito e. Abreu,,,,A Multiple View Interactive Environment to Support MATLAB and GNU/Octave Program Comprehension,552--557,,6,"Program Comprehension, Software Visualization, MATLAB, Octave, Crosscutting Concerns",10.1109/ITNG.2015.93,,,,,,,2015,,Proceedings of the 2015 12th International Conference on Information Technology - New Generations,ITNG '15,,978-1-4799-8828-0,,IEEE Computer Society,"Washington, DC, USA"
article,2057207,Annie T. T. Ying and Martin P. Robillard,,,,The Influence of the Task on Programmer Behaviour,31--40,,10,"Program comprehension, Development interaction history, Mining software archives",10.1109/ICPC.2011.35,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,940044,J. J. Dolado and M.  Harman and M. C. Otero and L.  Hu,,,,An Empirical Investigation of the Influence of a Type of Side Effects on Program Comprehension,665--670,,6,"Side-effect-free programs, crossover designs, program comprehension.",10.1109/TSE.2003.1214329,IEEE Trans. Softw. Eng.,July 2003,29,7,,July,2003,0098-5589,,,,,,IEEE Press,"Piscataway, NJ, USA"
article,1248761,Giuliano  Antoniol and Yann-Gael  Gueheneuc,,,,Feature Identification: An Epidemiological Metaphor,627--641,,15,"Firefox and Mozilla Web browsers., Program understanding, Program understanding, dynamic analysis, static analysis, feature identification, epidemiology, Firefox and Mozilla Web browsers., dynamic analysis, epidemiology, feature identification, static analysis",10.1109/TSE.2006.88,IEEE Trans. Softw. Eng.,September 2006,32,9,,September,2006,0098-5589,,,,,,IEEE Press,"Piscataway, NJ, USA"
article,1592372,Brian  Demsky and Martin  Rinard,,,,Automatic Extraction of Heap Reference Properties in Object-Oriented Programs,305--324,,20,"Design Tools and Techniques, Program understanding, Program understanding, roles, design recovery., Requirements/Specifications, Software Engineering, Software/Software Engineering, Testing and Debugging, design recovery., roles",10.1109/TSE.2008.91,IEEE Trans. Softw. Eng.,May 2009,35,3,,May,2009,0098-5589,,,,,,IEEE Press,"Piscataway, NJ, USA"
article,2601251,Felice  Salviulo and Giuseppe  Scanniello,,,,Dealing with Identifiers and Comments in Source Code Comprehension and Maintenance: Results from an Ethnographically-informed Study with Students and Professionals,48:1--48:10,48,10,"ethnographically-informed study, program comprehension, qualitative study, software maintenance",10.1145/2601248.2601251,,,,,,,2014,,Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering,EASE '14,,978-1-4503-2476-2,"London, England, United Kingdom",ACM,"New York, NY, USA"
article,2858372,Dimitar  Asenov and Otmar  Hilliges and Peter  M&#252;ller,,,,The Effect of Richer Visualizations on Code Comprehension,5040--5045,,6,"code comprehension, code editor, programming, syntax highlighting, user study, visual programming",10.1145/2858036.2858372,,,,,,,2016,,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI '16,,978-1-4503-3362-7,"San Jose, California, USA",ACM,"New York, NY, USA"
article,1438614,Daniela Carneiro da Cruz and Ruben Filipe Cardoso da Fonseca and Pedro Manuel Rangel Santos Henriques and Maria Jo&#227;o Varanda Pereira,,,,How to Interconnect Operational and Behavioral Views of Web Applications,263--267,,5,"WebAppViewer, operational view, behavior view, web applications, program comprehension",10.1109/ICPC.2008.25,,,,,,,2008,,Proceedings of the 2008 The 16th IEEE International Conference on Program Comprehension,ICPC '08,,978-0-7695-3176-2,,IEEE Computer Society,"Washington, DC, USA"
article,2667102,Leon  Moonen,,,,User Evaluation of a Domain Specific Program Comprehension Tool,45--48,,4,"domain specific tooling, program comprehension, software visualization, user evaluation",,,,,,,,2012,,Proceedings of the First International Workshop on User Evaluation for Software Engineering Researchers,USER '12,,978-1-4673-1859-4,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,1513827,Amela  Karahasanovic and Unni Nyhamar Hinkel and Dag I. K. Sj&#248;berg and Richard  Thomas,,,,Comparing of Feedback-collection and Think-aloud Methods in Program Comprehension Studies,139--164,,26,"data collection methods, experience sampling, program comprehension, think-aloud",10.1080/01449290701682761,Behav. Inf. Technol.,March 2009,28,2,,March,2009,0144-929X,,,,,,"Taylor &amp; Francis, Inc.","Bristol, PA, USA"
article,856985,David  Binkley,,,,An Empirical Study of the Effect of Semantic Differences on Programmer Comprehension,97--,,,"semantic differencing, empirical validation, program comprehension, program slicing",,,,,,,,2002,,Proceedings of the 10th International Workshop on Program Comprehension,IWPC '02,,0-7695-1495-2,,IEEE Computer Society,"Washington, DC, USA"
article,856968,Cynthia L. Corritore and Susan  Wiedenbeck,,,,Direction and Scope of Comprehension-Related Activities by Procedural and Object-Oriented Programmers: An Empirical Study,139--,,,"object-oriented, mental models, program comprehension, program maintenance",,,,,,,,2000,,Proceedings of the 8th International Workshop on Program Comprehension,IWPC '00,,0-7695-0656-9,,IEEE Computer Society,"Washington, DC, USA"
article,3240495,Norman  Peitek and Janet  Siegmund and Chris  Parnin and Sven  Apel and Johannes C. Hofmeister and Andr&#233;  Brechmann,,,,Simultaneous Measurement of Program Comprehension with fMRI and Eye Tracking: A Case Study,24:1--24:10,24,10,"eye tracking, functional magnetic resonance imaging, program comprehension",10.1145/3239235.3240495,,,,,,,2018,,Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,ESEM '18,,978-1-4503-5823-1,"Oulu, Finland",ACM,"New York, NY, USA"
article,1438610,Abhishek  Rohatgi and Abdelwahab  Hamou-Lhadj and Juergen  Rilling,,,,An Approach for Mapping Features to Code Based on Static and Dynamic Analysis,236--241,,6,"Feature location, dynamic analysis, static analysis, program comprehension",10.1109/ICPC.2008.35,,,,,,,2008,,Proceedings of the 2008 The 16th IEEE International Conference on Program Comprehension,ICPC '08,,978-0-7695-3176-2,,IEEE Computer Society,"Washington, DC, USA"
article,1082253,Scott  Blinman and Andy  Cockburn,,,,Program Comprehension: Investigating the Effects of Naming Style and Documentation,73--78,,6,"documentation, naming style, program comprehension, software development frameworks",,,,,,,,2005,,Proceedings of the Sixth Australasian Conference on User Interface - Volume 40,AUIC '05,,1-920682-22-8,"Newcastle, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,3196366,Kaixie  Lyu and Kunihiro  Noda and Takashi  Kobayashia,,,,SDexplorer: A Generic Toolkit for Smoothly Exploring Massive-scale Sequence Diagram,380--384,,5,"program comprehension, reverse engineering, scalable sequence diagram explorer, visualization",10.1145/3196321.3196366,,,,,,,2018,,Proceedings of the 26th Conference on Program Comprehension,ICPC '18,,978-1-4503-5714-2,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,1847970,Nick  Matthijssen and Andy  Zaidman and Margaret-Anne  Storey and Ian  Bull and Arie  van Deursen,,,,Connecting Traces: Understanding Client-Server Interactions in Ajax Applications,216--225,,10,"Ajax, dynamic analysis, web applications, program comprehension, understanding",10.1109/ICPC.2010.14,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
article,2377819,Janet  Siegmund and Christian  K&#228;stner and J&#246;rg  Liebig and Sven  Apel,,,,Comparing Program Comprehension of Physically and Virtually Separated Concerns,17--24,,8,"feature-house, ifdef, program comprehension, separation of concerns",10.1145/2377816.2377819,,,,,,,2012,,Proceedings of the 4th International Workshop on Feature-Oriented Software Development,FOSD '12,,978-1-4503-1309-4,"Dresden, Germany",ACM,"New York, NY, USA"
article,2057240,Sonia  Haiduc and Andrian  Marcus,,,,On the Effect of the Query in IR-based Concept Location,234--237,,4,"program comprehension, concept location, search, source code, information retrieval, query",10.1109/ICPC.2011.48,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,1847946,Mario M. Ber&#243;n and Maria Jo&#227;o V. Pereira and Nuno  Oliveira and Daniela  da Cruz,,,,"SVS, BORS, SVSi: Three Strategies to Relate Problem and Program Domains",60--61,,2,"Program Comprehension, Program Domain, Problem Domain, Comprehension Strategies",10.1109/ICPC.2010.24,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
